Date,Close,Volatility
2001-01-02,33.5625,0.6285443920236151
2001-01-03,34.125,0.6283474510218787
2001-01-04,33.9375,0.6276932319921518
2001-01-05,32.4375,0.6282850602139197
2001-01-08,33.125,0.6264487117466836
2001-01-09,32.9375,0.5519829449273382
2001-01-10,32.6875,0.5483946598898686
2001-01-11,33.1875,0.5483831492557372
2001-01-12,31.8125,0.5428097020540205
2001-01-16,32.8125,0.543458488164713
2001-01-17,32.5625,0.5419968359618014
2001-01-18,32.875,0.5396295966173492
2001-01-19,33.0,0.5384472183275315
2001-01-22,33.9375,0.538140175813502
2001-01-23,34.75,0.5359515416107815
2001-01-24,34.9375,0.5347748280286319
2001-01-25,35.0,0.5294212156120807
2001-01-26,33.875,0.5285575177242828
2001-01-29,34.04999923706055,0.5280727932313889
2001-01-30,35.11000061035156,0.5288924936210883
2001-01-31,35.150001525878906,0.528674287877356
2001-02-01,34.630001068115234,0.5276700666888849
2001-02-02,34.709999084472656,0.5276685530380609
2001-02-05,35.380001068115234,0.5279325426751915
2001-02-06,35.150001525878906,0.5277932466982228
2001-02-07,35.18000030517578,0.5262660613029402
2001-02-08,35.5,0.5198884673473612
2001-02-09,36.279998779296875,0.5184754921813052
2001-02-12,37.099998474121094,0.5185238777260411
2001-02-13,37.11000061035156,0.5182785147619178
2001-02-14,38.0,0.5181105413160879
2001-02-15,36.68000030517578,0.5190264976172236
2001-02-16,36.31999969482422,0.5190050689753269
2001-02-20,34.06999969482422,0.5225453242684976
2001-02-21,33.43000030517578,0.522887649551733
2001-02-22,33.720001220703125,0.5222480388182493
2001-02-23,33.13999938964844,0.5224373931040098
2001-02-26,33.630001068115234,0.5213323584681974
2001-02-27,34.90999984741211,0.5225438599106261
2001-02-28,34.27000045776367,0.5224593669500477
2001-03-01,34.720001220703125,0.5142610179810168
2001-03-02,36.27000045776367,0.5160134578560412
2001-03-05,35.900001525878906,0.515428352380077
2001-03-06,36.04999923706055,0.5149074109915213
2001-03-07,36.54999923706055,0.513266253875798
2001-03-08,36.45000076293945,0.5123853706112149
2001-03-09,36.470001220703125,0.5123828983536093
